"X.1","X","council","site","beachbugs","beach_id","region","longitude","latitude","date","day","month","year","logbeachbugs","beachbugsdiff","buggier_all","buggier_site"
1713,1713,"Waverley Council","Bronte Beach",32,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"17/12/2015",17,12,2015,3.46573590279973,28.5342640972003,FALSE,TRUE
1714,1714,"Waverley Council","Bronte Beach",210,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"22/12/2015",22,12,2015,5.34710753071747,204.652892469283,TRUE,TRUE
1715,1715,"Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"29/11/2015",29,11,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1716,1716,"Waverley Council","Bronte Beach",5,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"23/11/2015",23,11,2015,1.6094379124341,3.3905620875659,FALSE,FALSE
1717,1717,"Waverley Council","Bronte Beach",6,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"11/11/2015",11,11,2015,1.79175946922805,4.20824053077195,FALSE,FALSE
1718,1718,"Waverley Council","Bronte Beach",4,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"24/10/2015",24,10,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1719,1719,"Waverley Council","Bronte Beach",11,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"18/10/2015",18,10,2015,2.39789527279837,8.60210472720163,FALSE,FALSE
1720,1720,"Waverley Council","Bronte Beach",390,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/11/2015",5,11,2015,5.96614673912369,384.033853260876,TRUE,TRUE
1721,1721,"Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"12/10/2015",12,10,2015,-Inf,Inf,FALSE,FALSE
1722,1722,"Waverley Council","Bronte Beach",25,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"08/07/2015",8,7,2015,3.2188758248682,21.7811241751318,FALSE,FALSE
1723,1723,"Waverley Council","Bronte Beach",7,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"26/06/2015",26,6,2015,1.94591014905531,5.05408985094469,FALSE,FALSE
1724,1724,"Waverley Council","Bronte Beach",13,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"15/07/2015",15,7,2015,2.56494935746154,10.4350506425385,FALSE,FALSE
1725,1725,"Waverley Council","Bronte Beach",11,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"21/07/2015",21,7,2015,2.39789527279837,8.60210472720163,FALSE,FALSE
1726,1726,"Waverley Council","Bronte Beach",65,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"25/08/2015",25,8,2015,4.17438726989564,60.8256127301044,TRUE,TRUE
1727,1727,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"19/08/2015",19,8,2015,0,1,FALSE,FALSE
1728,1728,"Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"11/09/2015",11,9,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1729,1729,"Waverley Council","Bronte Beach",12,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"20/06/2015",20,6,2015,2.484906649788,9.515093350212,FALSE,FALSE
1730,1730,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"27/07/2015",27,7,2015,0,1,FALSE,FALSE
1731,1731,"Waverley Council","Bronte Beach",11,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"09/06/2015",9,6,2015,2.39789527279837,8.60210472720163,FALSE,FALSE
1732,1732,"Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"15/06/2015",15,6,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1733,1733,"Waverley Council","Bronte Beach",NA,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"27/05/2015",27,5,2015,NA,NA,NA,NA
1734,1734,"Waverley Council","Bronte Beach",46,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"22/05/2015",22,5,2015,3.8286413964891,42.1713586035109,TRUE,TRUE
1735,1735,"Waverley Council","Bronte Beach",26,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"17/05/2015",17,5,2015,3.25809653802148,22.7419034619785,FALSE,FALSE
1736,1736,"Waverley Council","Bronte Beach",9,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"27/02/2015",27,2,2015,2.19722457733622,6.80277542266378,FALSE,FALSE
1737,1737,"Waverley Council","Bronte Beach",41,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/03/2015",5,3,2015,3.71357206670431,37.2864279332957,TRUE,TRUE
1738,1738,"Waverley Council","Bronte Beach",21,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"01/04/2015",1,4,2015,3.04452243772342,17.9554775622766,FALSE,FALSE
1739,1739,"Waverley Council","Bronte Beach",36,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"17/04/2015",17,4,2015,3.58351893845611,32.4164810615439,TRUE,TRUE
1740,1740,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/01/2015",5,1,2015,0,1,FALSE,FALSE
1741,1741,"Waverley Council","Bronte Beach",52,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"11/12/2015",11,12,2015,3.95124371858143,48.0487562814186,TRUE,TRUE
1742,1742,"Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/12/2015",5,12,2015,-Inf,Inf,FALSE,FALSE
1743,1743,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"29/12/2015",29,12,2015,0,1,FALSE,FALSE
1744,1744,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"17/11/2015",17,11,2015,0,1,FALSE,FALSE
1745,1745,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"30/10/2015",30,10,2015,0,1,FALSE,FALSE
1746,1746,"Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"06/10/2015",6,10,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1747,1747,"Waverley Council","Bronte Beach",4,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"17/09/2015",17,9,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1748,1748,"Waverley Council","Bronte Beach",31,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"04/09/2015",4,9,2015,3.43398720448515,27.5660127955149,FALSE,FALSE
1749,1749,"Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"23/09/2015",23,9,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1750,1750,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"29/09/2015",29,9,2015,0,1,FALSE,FALSE
1751,1751,"Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"31/08/2015",31,8,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1752,1752,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"14/08/2015",14,8,2015,0,1,FALSE,FALSE
1753,1753,"Waverley Council","Bronte Beach",7,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"31/07/2015",31,7,2015,1.94591014905531,5.05408985094469,FALSE,FALSE
1754,1754,"Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"07/08/2015",7,8,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1755,1755,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"14/08/2015",14,8,2015,-Inf,Inf,FALSE,FALSE
1756,1756,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"07/08/2015",7,8,2015,0,1,FALSE,FALSE
1757,1757,"Waverley Council","Tamarama Beach",3,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"31/08/2015",31,8,2015,1.09861228866811,1.90138771133189,FALSE,FALSE
1758,1758,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"06/10/2015",6,10,2015,0,1,FALSE,FALSE
1759,1759,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"29/09/2015",29,9,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1760,1760,"Waverley Council","Tamarama Beach",29,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"23/09/2015",23,9,2015,3.36729582998647,25.6327041700135,FALSE,FALSE
1761,1761,"Waverley Council","Tamarama Beach",42,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"04/09/2015",4,9,2015,3.73766961828337,38.2623303817166,TRUE,TRUE
1762,1762,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"17/09/2015",17,9,2015,-Inf,Inf,FALSE,FALSE
1763,1763,"Waverley Council","Tamarama Beach",3,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"12/10/2015",12,10,2015,1.09861228866811,1.90138771133189,FALSE,FALSE
1764,1764,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"30/10/2015",30,10,2015,-Inf,Inf,FALSE,FALSE
1765,1765,"Waverley Council","Tamarama Beach",410,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"05/11/2015",5,11,2015,6.01615715969835,403.983842840302,TRUE,TRUE
1766,1766,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"29/12/2015",29,12,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1767,1767,"Waverley Council","Tamarama Beach",16,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"11/12/2015",11,12,2015,2.77258872223978,13.2274112777602,FALSE,FALSE
1768,1768,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"05/12/2015",5,12,2015,-Inf,Inf,FALSE,FALSE
1769,1769,"Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"05/01/2015",5,1,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1770,1770,"Waverley Council","Tamarama Beach",300,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"27/02/2015",27,2,2015,5.7037824746562,294.296217525344,TRUE,TRUE
1771,1771,"Waverley Council","Tamarama Beach",42,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"22/02/2015",22,2,2015,3.73766961828337,38.2623303817166,TRUE,TRUE
1772,1772,"Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"05/03/2015",5,3,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1773,1773,"Waverley Council","Tamarama Beach",900,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"22/05/2015",22,5,2015,6.80239476332431,893.197605236676,TRUE,TRUE
1774,1774,"Waverley Council","Tamarama Beach",22,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"17/05/2015",17,5,2015,3.09104245335832,18.9089575466417,FALSE,FALSE
1775,1775,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"15/06/2015",15,6,2015,0,1,FALSE,FALSE
1776,1776,"Waverley Council","Tamarama Beach",3,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"20/06/2015",20,6,2015,1.09861228866811,1.90138771133189,FALSE,FALSE
1777,1777,"Waverley Council","Tamarama Beach",5,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"09/06/2015",9,6,2015,1.6094379124341,3.3905620875659,FALSE,FALSE
1778,1778,"Waverley Council","Tamarama Beach",3,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"27/07/2015",27,7,2015,1.09861228866811,1.90138771133189,FALSE,FALSE
1779,1779,"Waverley Council","Tamarama Beach",5,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"31/07/2015",31,7,2015,1.6094379124341,3.3905620875659,FALSE,FALSE
1780,1780,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"11/09/2015",11,9,2015,0,1,FALSE,FALSE
1781,1781,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"19/08/2015",19,8,2015,0,1,FALSE,FALSE
1782,1782,"Waverley Council","Tamarama Beach",42,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"25/08/2015",25,8,2015,3.73766961828337,38.2623303817166,TRUE,TRUE
1783,1783,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"21/07/2015",21,7,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1784,1784,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"15/07/2015",15,7,2015,0,1,FALSE,FALSE
1785,1785,"Waverley Council","Tamarama Beach",5,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"26/06/2015",26,6,2015,1.6094379124341,3.3905620875659,FALSE,FALSE
1786,1786,"Waverley Council","Tamarama Beach",13,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"08/07/2015",8,7,2015,2.56494935746154,10.4350506425385,FALSE,FALSE
1787,1787,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"18/10/2015",18,10,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1788,1788,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"24/10/2015",24,10,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1789,1789,"Waverley Council","Tamarama Beach",450,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"11/11/2015",11,11,2015,6.10924758276437,443.890752417236,TRUE,TRUE
1790,1790,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"23/11/2015",23,11,2015,0,1,FALSE,FALSE
1791,1791,"Waverley Council","Tamarama Beach",15,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"17/11/2015",17,11,2015,2.70805020110221,12.2919497988978,FALSE,FALSE
1792,1792,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"29/11/2015",29,11,2015,0,1,FALSE,FALSE
1793,1793,"Waverley Council","Tamarama Beach",28,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"17/12/2015",17,12,2015,3.3322045101752,24.6677954898248,FALSE,FALSE
1794,1794,"Waverley Council","Tamarama Beach",690,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"22/12/2015",22,12,2015,6.5366915975913,683.463308402409,TRUE,TRUE
1795,1795,"Waverley Council","Tamarama Beach",10,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"21/01/2015",21,1,2015,2.30258509299405,7.69741490700595,FALSE,FALSE
1796,1796,"Waverley Council","Tamarama Beach",8,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"29/01/2015",29,1,2015,2.07944154167984,5.92055845832016,FALSE,FALSE
1797,1797,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"15/01/2015",15,1,2015,0,1,FALSE,FALSE
1798,1798,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"14/02/2015",14,2,2015,0,1,FALSE,FALSE
1799,1799,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"06/02/2015",6,2,2015,0,1,FALSE,FALSE
1800,1800,"Waverley Council","Tamarama Beach",7,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"17/03/2015",17,3,2015,1.94591014905531,5.05408985094469,FALSE,FALSE
1801,1801,"Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"09/03/2015",9,3,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1802,1802,"Waverley Council","Tamarama Beach",24,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"03/06/2015",3,6,2015,3.17805383034795,20.8219461696521,FALSE,FALSE
1803,1803,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"05/05/2015",5,5,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1804,1804,"Waverley Council","Tamarama Beach",17,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"11/05/2015",11,5,2015,2.83321334405622,14.1667866559438,FALSE,FALSE
1805,1805,"Waverley Council","Tamarama Beach",7,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"27/05/2015",27,5,2015,1.94591014905531,5.05408985094469,FALSE,FALSE
1806,1806,"Waverley Council","Tamarama Beach",43,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"01/04/2015",1,4,2015,3.76120011569356,39.2387998843064,TRUE,TRUE
1807,1807,"Waverley Council","Tamarama Beach",32,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"25/03/2015",25,3,2015,3.46573590279973,28.5342640972003,FALSE,FALSE
1808,1808,"Waverley Council","Tamarama Beach",10,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"17/04/2015",17,4,2015,2.30258509299405,7.69741490700595,FALSE,FALSE
1809,1809,"Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"09/04/2015",9,4,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1810,1810,"Waverley Council","Tamarama Beach",20,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"27/04/2015",27,4,2015,2.99573227355399,17.004267726446,FALSE,FALSE
1811,1811,"Waverley Council","Tamarama Beach",5,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"02/07/2015",2,7,2015,1.6094379124341,3.3905620875659,FALSE,FALSE
1812,1812,"Randwick Council","Clovelly Beach",8,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"04/01/2016",4,1,2016,2.07944154167984,5.92055845832016,FALSE,FALSE
1813,1813,"Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"28/01/2016",28,1,2016,1.38629436111989,2.61370563888011,FALSE,FALSE
1814,1814,"Randwick Council","Clovelly Beach",110,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"21/02/2016",21,2,2016,4.70048036579242,105.299519634208,TRUE,TRUE
1815,1815,"Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"27/02/2016",27,2,2016,1.38629436111989,2.61370563888011,FALSE,FALSE
1816,1816,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"04/03/2016",4,3,2016,1.09861228866811,1.90138771133189,FALSE,FALSE
1817,1817,"Randwick Council","Clovelly Beach",12,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"22/03/2016",22,3,2016,2.484906649788,9.515093350212,FALSE,TRUE
1818,1818,"Randwick Council","Clovelly Beach",130,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"04/04/2016",4,4,2016,4.86753445045558,125.132465549544,TRUE,TRUE
1819,1819,"Randwick Council","Clovelly Beach",15,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"29/03/2016",29,3,2016,2.70805020110221,12.2919497988978,FALSE,TRUE
1820,1820,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"20/04/2016",20,4,2016,1.09861228866811,1.90138771133189,FALSE,FALSE
1821,1821,"Randwick Council","Clovelly Beach",8,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"04/05/2016",4,5,2016,2.07944154167984,5.92055845832016,FALSE,FALSE
1822,1822,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"17/05/2016",17,5,2016,0,1,FALSE,FALSE
1823,1823,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"03/06/2016",3,6,2016,0,1,FALSE,FALSE
1824,1824,"Randwick Council","Clovelly Beach",9,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"21/06/2016",21,6,2016,2.19722457733622,6.80277542266378,FALSE,FALSE
1825,1825,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"28/06/2016",28,6,2016,0,1,FALSE,FALSE
1826,1826,"Randwick Council","Clovelly Beach",35,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"08/07/2016",8,7,2016,3.55534806148941,31.4446519385106,TRUE,TRUE
1827,1827,"Randwick Council","Clovelly Beach",15,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"21/07/2016",21,7,2016,2.70805020110221,12.2919497988978,FALSE,TRUE
1828,1828,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"27/07/2016",27,7,2016,0.693147180559945,1.30685281944005,FALSE,FALSE
1829,1829,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"02/08/2016",2,8,2016,1.09861228866811,1.90138771133189,FALSE,FALSE
1830,1830,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"09/08/2016",9,8,2016,0.693147180559945,1.30685281944005,FALSE,FALSE
1831,1831,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"15/08/2016",15,8,2016,-Inf,Inf,FALSE,FALSE
1832,1832,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"26/08/2016",26,8,2016,-Inf,Inf,FALSE,FALSE
1833,1833,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"10/01/2016",10,1,2016,1.09861228866811,1.90138771133189,FALSE,FALSE
1834,1834,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"16/01/2016",16,1,2016,1.09861228866811,1.90138771133189,FALSE,FALSE
1835,1835,"Randwick Council","Clovelly Beach",10,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"22/01/2016",22,1,2016,2.30258509299405,7.69741490700595,FALSE,FALSE
1836,1836,"Randwick Council","Clovelly Beach",7,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"03/02/2016",3,2,2016,1.94591014905531,5.05408985094469,FALSE,FALSE
1837,1837,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"09/02/2016",9,2,2016,0,1,FALSE,FALSE
1838,1838,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"15/02/2016",15,2,2016,1.09861228866811,1.90138771133189,FALSE,FALSE
1839,1839,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"10/03/2016",10,3,2016,-Inf,Inf,FALSE,FALSE
1840,1840,"Randwick Council","Clovelly Beach",24,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"16/03/2016",16,3,2016,3.17805383034795,20.8219461696521,FALSE,TRUE
1841,1841,"Randwick Council","Clovelly Beach",11,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"08/04/2016",8,4,2016,2.39789527279837,8.60210472720163,FALSE,TRUE
1842,1842,"Randwick Council","Clovelly Beach",9,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"15/04/2016",15,4,2016,2.19722457733622,6.80277542266378,FALSE,FALSE
1843,1843,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"28/04/2016",28,4,2016,-Inf,Inf,FALSE,FALSE
1844,1844,"Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"10/05/2016",10,5,2016,1.38629436111989,2.61370563888011,FALSE,FALSE
1845,1845,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"23/05/2016",23,5,2016,-Inf,Inf,FALSE,FALSE
1846,1846,"Randwick Council","Clovelly Beach",120,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"09/06/2016",9,6,2016,4.78749174278205,115.212508257218,TRUE,TRUE
1847,1847,"Randwick Council","Clovelly Beach",5,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"16/06/2016",16,6,2016,1.6094379124341,3.3905620875659,FALSE,FALSE
1848,1848,"Randwick Council","Clovelly Beach",11,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/07/2016",5,7,2016,2.39789527279837,8.60210472720163,FALSE,TRUE
1849,1849,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"15/07/2016",15,7,2016,0.693147180559945,1.30685281944005,FALSE,FALSE
1850,1850,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"19/08/2016",19,8,2016,0,1,FALSE,FALSE
1851,1851,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"07/09/2016",7,9,2016,0,1,FALSE,FALSE
1852,1852,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"14/09/2016",14,9,2016,0,1,FALSE,FALSE
1853,1853,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"12/10/2016",12,10,2016,-Inf,Inf,FALSE,FALSE
1854,1854,"Randwick Council","Clovelly Beach",11,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"25/10/2016",25,10,2016,2.39789527279837,8.60210472720163,FALSE,TRUE
1855,1855,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"31/10/2016",31,10,2016,0.693147180559945,1.30685281944005,FALSE,FALSE
1856,1856,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/11/2016",5,11,2016,-Inf,Inf,FALSE,FALSE
1857,1857,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"17/11/2016",17,11,2016,0.693147180559945,1.30685281944005,FALSE,FALSE
1858,1858,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"01/09/2016",1,9,2016,0,1,FALSE,FALSE
1859,1859,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"20/09/2016",20,9,2016,-Inf,Inf,FALSE,FALSE
1860,1860,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"26/09/2016",26,9,2016,1.09861228866811,1.90138771133189,FALSE,FALSE
1861,1861,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"30/09/2016",30,9,2016,-Inf,Inf,FALSE,FALSE
1862,1862,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"18/10/2016",18,10,2016,0,1,FALSE,FALSE
1863,1863,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"10/11/2016",10,11,2016,1.09861228866811,1.90138771133189,FALSE,FALSE
1864,1864,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/12/2016",5,12,2016,-Inf,Inf,FALSE,FALSE
1865,1865,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"12/12/2016",12,12,2016,0,1,FALSE,FALSE
