"","council","site","beachbugs","beach_id","region","longitude","latitude","date"
"1511","Randwick Council","Maroubra Beach",2,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"15/01/2015"
"1512","Randwick Council","Maroubra Beach",78,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"21/01/2015"
"1513","Randwick Council","Maroubra Beach",52,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"22/12/2015"
"1514","Randwick Council","Maroubra Beach",39,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"17/12/2015"
"1515","Randwick Council","Maroubra Beach",2,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"23/11/2015"
"1516","Randwick Council","Maroubra Beach",9,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"29/11/2015"
"1517","Randwick Council","Maroubra Beach",150,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"05/11/2015"
"1518","Randwick Council","Maroubra Beach",3,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"11/11/2015"
"1519","Randwick Council","Maroubra Beach",2,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"18/10/2015"
"1520","Randwick Council","Maroubra Beach",2,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"24/10/2015"
"1521","Randwick Council","Maroubra Beach",6,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"12/10/2015"
"1522","Randwick Council","Maroubra Beach",1,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"11/09/2015"
"1523","Randwick Council","Maroubra Beach",0,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"19/08/2015"
"1524","Randwick Council","Maroubra Beach",21,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"25/08/2015"
"1525","Randwick Council","Maroubra Beach",2,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"27/07/2015"
"1526","Randwick Council","Maroubra Beach",0,27,"Sydney City Ocean Beaches",151.25718,-33.94879,"31/07/2015"
"1527","Randwick Council","South Maroubra Beach",17,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"25/08/2015"
"1528","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"11/09/2015"
"1529","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"17/09/2015"
"1530","Randwick Council","South Maroubra Beach",3,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"12/10/2015"
"1531","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"24/10/2015"
"1532","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"18/10/2015"
"1533","Randwick Council","South Maroubra Beach",12,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"11/11/2015"
"1534","Randwick Council","South Maroubra Beach",13,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"05/11/2015"
"1535","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"23/11/2015"
"1536","Randwick Council","South Maroubra Beach",42,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"17/12/2015"
"1537","Randwick Council","South Maroubra Beach",8,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"21/01/2015"
"1538","Randwick Council","South Maroubra Beach",2,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"15/01/2015"
"1539","Randwick Council","South Maroubra Beach",3,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"14/02/2015"
"1540","Randwick Council","South Maroubra Beach",1,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"29/01/2015"
"1541","Randwick Council","South Maroubra Beach",13,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"22/02/2015"
"1542","Randwick Council","South Maroubra Beach",4,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"25/03/2015"
"1543","Randwick Council","South Maroubra Beach",1,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"09/03/2015"
"1544","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"27/02/2015"
"1545","Randwick Council","South Maroubra Beach",2,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"27/04/2015"
"1546","Randwick Council","South Maroubra Beach",9,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"05/05/2015"
"1547","Randwick Council","South Maroubra Beach",6,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"11/05/2015"
"1548","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"17/05/2015"
"1549","Randwick Council","South Maroubra Beach",130,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"22/05/2015"
"1550","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"07/08/2015"
"1551","Randwick Council","South Maroubra Beach",1,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"31/07/2015"
"1552","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"27/07/2015"
"1553","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"03/06/2015"
"1554","Randwick Council","South Maroubra Beach",9,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"04/09/2015"
"1555","Randwick Council","South Maroubra Beach",6,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"31/08/2015"
"1556","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"14/08/2015"
"1557","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"19/08/2015"
"1558","Randwick Council","South Maroubra Beach",5,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"02/07/2015"
"1559","Randwick Council","South Maroubra Beach",10,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"23/09/2015"
"1560","Randwick Council","South Maroubra Beach",1,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"29/09/2015"
"1561","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"06/10/2015"
"1562","Randwick Council","South Maroubra Beach",55,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"30/10/2015"
"1563","Randwick Council","South Maroubra Beach",8,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"17/11/2015"
"1564","Randwick Council","South Maroubra Beach",4,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"11/12/2015"
"1565","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"05/12/2015"
"1566","Randwick Council","South Maroubra Beach",2,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"29/11/2015"
"1567","Randwick Council","South Maroubra Beach",0,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"29/12/2015"
"1568","Randwick Council","South Maroubra Beach",29,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"22/12/2015"
"1569","Randwick Council","South Maroubra Beach",1,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"05/01/2015"
"1570","Randwick Council","South Maroubra Beach",5,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"05/03/2015"
"1571","Randwick Council","South Maroubra Beach",1,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"06/02/2015"
"1572","Randwick Council","South Maroubra Beach",2,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"09/06/2015"
"1573","Randwick Council","South Maroubra Beach",1,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"27/05/2015"
"1574","Randwick Council","South Maroubra Beach",5,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"01/04/2015"
"1575","Randwick Council","South Maroubra Beach",10,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"17/03/2015"
"1576","Randwick Council","South Maroubra Beach",4,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"09/04/2015"
"1577","Randwick Council","South Maroubra Beach",1,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"17/04/2015"
"1578","Randwick Council","South Maroubra Beach",2,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"15/07/2015"
"1579","Randwick Council","South Maroubra Beach",26,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"08/07/2015"
"1580","Randwick Council","South Maroubra Beach",5,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"21/07/2015"
"1581","Randwick Council","South Maroubra Beach",3,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"15/06/2015"
"1582","Randwick Council","South Maroubra Beach",6,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"20/06/2015"
"1583","Randwick Council","South Maroubra Beach",2,27.4,"Sydney City Ocean Beaches",151.257175,-33.951615,"26/06/2015"
"1584","Randwick Council","South Maroubra Rockpool",23,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"26/06/2015"
"1585","Randwick Council","South Maroubra Rockpool",40,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"20/06/2015"
"1586","Randwick Council","South Maroubra Rockpool",75,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"15/06/2015"
"1587","Randwick Council","South Maroubra Rockpool",3,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"21/07/2015"
"1588","Randwick Council","South Maroubra Rockpool",1,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"02/07/2015"
"1589","Randwick Council","South Maroubra Rockpool",7,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"17/04/2015"
"1590","Randwick Council","South Maroubra Rockpool",90,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"27/04/2015"
"1591","Randwick Council","South Maroubra Rockpool",88,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"09/04/2015"
"1592","Randwick Council","South Maroubra Rockpool",80,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"17/03/2015"
"1593","Randwick Council","South Maroubra Rockpool",14,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"01/04/2015"
"1594","Randwick Council","South Maroubra Rockpool",22,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"25/03/2015"
"1595","Randwick Council","South Maroubra Rockpool",5,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"27/05/2015"
"1596","Randwick Council","South Maroubra Rockpool",0,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"09/06/2015"
"1597","Randwick Council","South Maroubra Rockpool",11,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"06/02/2015"
"1598","Randwick Council","South Maroubra Rockpool",11,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"14/02/2015"
"1599","Randwick Council","South Maroubra Rockpool",60,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"22/12/2015"
"1600","Randwick Council","South Maroubra Rockpool",25,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"29/12/2015"
"1601","Randwick Council","South Maroubra Rockpool",130,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"17/12/2015"
"1602","Randwick Council","South Maroubra Rockpool",47,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"29/11/2015"
"1603","Randwick Council","South Maroubra Rockpool",7,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"23/11/2015"
"1604","Randwick Council","South Maroubra Rockpool",0,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"05/12/2015"
"1605","Randwick Council","South Maroubra Rockpool",16,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"11/12/2015"
"1606","Randwick Council","South Maroubra Rockpool",0,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"17/11/2015"
"1607","Randwick Council","South Maroubra Rockpool",8,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"11/11/2015"
"1608","Randwick Council","South Maroubra Rockpool",6,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"29/09/2015"
"1609","Randwick Council","South Maroubra Rockpool",0,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"15/07/2015"
"1610","Randwick Council","South Maroubra Rockpool",19,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"08/07/2015"
"1611","Randwick Council","South Maroubra Rockpool",1,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"19/08/2015"
"1612","Randwick Council","South Maroubra Rockpool",78,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"25/08/2015"
"1613","Randwick Council","South Maroubra Rockpool",0,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"14/08/2015"
"1614","Randwick Council","South Maroubra Rockpool",2,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"03/06/2015"
"1615","Randwick Council","South Maroubra Rockpool",0,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"27/07/2015"
"1616","Randwick Council","South Maroubra Rockpool",11,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"31/07/2015"
"1617","Randwick Council","South Maroubra Rockpool",0,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"07/08/2015"
"1618","Randwick Council","South Maroubra Rockpool",840,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"22/05/2015"
"1619","Randwick Council","South Maroubra Rockpool",40,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"17/05/2015"
"1620","Randwick Council","South Maroubra Rockpool",13,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"11/05/2015"
"1621","Randwick Council","South Maroubra Rockpool",7,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"05/05/2015"
"1622","Randwick Council","South Maroubra Rockpool",4,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"27/02/2015"
"1623","Randwick Council","South Maroubra Rockpool",10,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"05/03/2015"
"1624","Randwick Council","South Maroubra Rockpool",2,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"09/03/2015"
"1625","Randwick Council","South Maroubra Rockpool",92,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"22/02/2015"
"1626","Randwick Council","South Maroubra Rockpool",31,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"29/01/2015"
"1627","Randwick Council","South Maroubra Rockpool",2,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"15/01/2015"
"1628","Randwick Council","South Maroubra Rockpool",18,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"21/01/2015"
"1629","Randwick Council","South Maroubra Rockpool",14,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"05/01/2015"
"1630","Randwick Council","South Maroubra Rockpool",150,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"05/11/2015"
"1631","Randwick Council","South Maroubra Rockpool",1,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"30/10/2015"
"1632","Randwick Council","South Maroubra Rockpool",10,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"18/10/2015"
"1633","Randwick Council","South Maroubra Rockpool",0,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"24/10/2015"
"1634","Randwick Council","South Maroubra Rockpool",13,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"12/10/2015"
"1635","Randwick Council","South Maroubra Rockpool",0,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"17/09/2015"
"1636","Randwick Council","South Maroubra Rockpool",1,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"11/09/2015"
"1637","Randwick Council","South Maroubra Rockpool",540,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"04/09/2015"
"1638","Randwick Council","South Maroubra Rockpool",8,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"23/09/2015"
"1639","Randwick Council","South Maroubra Rockpool",13,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"06/10/2015"
"1640","Randwick Council","South Maroubra Rockpool",5,27.3,"Sydney City Ocean Beaches",151.2582,-33.95354,"31/08/2015"
"1641","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"31/08/2015"
"1642","Waverley Council","Bondi Beach",0,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"06/10/2015"
"1643","Waverley Council","Bondi Beach",3,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"23/09/2015"
"1644","Waverley Council","Bondi Beach",2,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"11/09/2015"
"1645","Waverley Council","Bondi Beach",21,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"04/09/2015"
"1646","Waverley Council","Bondi Beach",10,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"17/09/2015"
"1647","Waverley Council","Bondi Beach",5,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"18/10/2015"
"1648","Waverley Council","Bondi Beach",5,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"12/10/2015"
"1649","Waverley Council","Bondi Beach",0,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"30/10/2015"
"1650","Waverley Council","Bondi Beach",31,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"05/11/2015"
"1651","Waverley Council","Bondi Beach",3,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"29/12/2015"
"1652","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"11/12/2015"
"1653","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"05/01/2015"
"1654","Waverley Council","Bondi Beach",5,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"29/01/2015"
"1655","Waverley Council","Bondi Beach",6,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"21/01/2015"
"1656","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"22/02/2015"
"1657","Waverley Council","Bondi Beach",9,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"27/02/2015"
"1658","Waverley Council","Bondi Beach",8,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"09/03/2015"
"1659","Waverley Council","Bondi Beach",16,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"05/03/2015"
"1660","Waverley Council","Bondi Beach",18,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"05/05/2015"
"1661","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"17/05/2015"
"1662","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"11/05/2015"
"1663","Waverley Council","Bondi Beach",270,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"22/05/2015"
"1664","Waverley Council","Bondi Beach",25,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"03/06/2015"
"1665","Waverley Council","Bondi Beach",3,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"14/08/2015"
"1666","Waverley Council","Bondi Beach",3,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"31/07/2015"
"1667","Waverley Council","Bondi Beach",0,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"27/07/2015"
"1668","Waverley Council","Bondi Beach",9,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"19/08/2015"
"1669","Waverley Council","Bondi Beach",0,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"07/08/2015"
"1670","Waverley Council","Bondi Beach",18,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"25/08/2015"
"1671","Waverley Council","Bondi Beach",1,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"15/07/2015"
"1672","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"08/07/2015"
"1673","Waverley Council","Bondi Beach",1,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"29/09/2015"
"1674","Waverley Council","Bondi Beach",3,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"24/10/2015"
"1675","Waverley Council","Bondi Beach",8,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"11/11/2015"
"1676","Waverley Council","Bondi Beach",6,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"17/11/2015"
"1677","Waverley Council","Bondi Beach",0,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"23/11/2015"
"1678","Waverley Council","Bondi Beach",38,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"17/12/2015"
"1679","Waverley Council","Bondi Beach",3,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"29/11/2015"
"1680","Waverley Council","Bondi Beach",64,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"22/12/2015"
"1681","Waverley Council","Bondi Beach",0,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"05/12/2015"
"1682","Waverley Council","Bondi Beach",2,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"15/01/2015"
"1683","Waverley Council","Bondi Beach",36,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"14/02/2015"
"1684","Waverley Council","Bondi Beach",1,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"06/02/2015"
"1685","Waverley Council","Bondi Beach",3,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"17/03/2015"
"1686","Waverley Council","Bondi Beach",3,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"09/06/2015"
"1687","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"27/05/2015"
"1688","Waverley Council","Bondi Beach",25,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"01/04/2015"
"1689","Waverley Council","Bondi Beach",42,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"25/03/2015"
"1690","Waverley Council","Bondi Beach",16,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"09/04/2015"
"1691","Waverley Council","Bondi Beach",7,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"17/04/2015"
"1692","Waverley Council","Bondi Beach",27,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"27/04/2015"
"1693","Waverley Council","Bondi Beach",7,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"21/07/2015"
"1694","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"20/06/2015"
"1695","Waverley Council","Bondi Beach",8,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"26/06/2015"
"1696","Waverley Council","Bondi Beach",6,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"02/07/2015"
"1697","Waverley Council","Bondi Beach",4,22,"Sydney City Ocean Beaches",151.27761,-33.89151,"15/06/2015"
"1698","Waverley Council","Bronte Beach",6,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"02/07/2015"
"1699","Waverley Council","Bronte Beach",28,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"27/04/2015"
"1700","Waverley Council","Bronte Beach",18,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"09/04/2015"
"1701","Waverley Council","Bronte Beach",8,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"17/03/2015"
"1702","Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"09/03/2015"
"1703","Waverley Council","Bronte Beach",14,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"25/03/2015"
"1704","Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"11/05/2015"
"1705","Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/05/2015"
"1706","Waverley Council","Bronte Beach",21,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"03/06/2015"
"1707","Waverley Council","Bronte Beach",72,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"22/02/2015"
"1708","Waverley Council","Bronte Beach",10,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"06/02/2015"
"1709","Waverley Council","Bronte Beach",3,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"29/01/2015"
"1710","Waverley Council","Bronte Beach",3,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"14/02/2015"
"1711","Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"15/01/2015"
"1712","Waverley Council","Bronte Beach",40,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"21/01/2015"
"1713","Waverley Council","Bronte Beach",32,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"17/12/2015"
"1714","Waverley Council","Bronte Beach",210,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"22/12/2015"
"1715","Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"29/11/2015"
"1716","Waverley Council","Bronte Beach",5,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"23/11/2015"
"1717","Waverley Council","Bronte Beach",6,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"11/11/2015"
"1718","Waverley Council","Bronte Beach",4,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"24/10/2015"
"1719","Waverley Council","Bronte Beach",11,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"18/10/2015"
"1720","Waverley Council","Bronte Beach",390,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/11/2015"
"1721","Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"12/10/2015"
"1722","Waverley Council","Bronte Beach",25,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"08/07/2015"
"1723","Waverley Council","Bronte Beach",7,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"26/06/2015"
"1724","Waverley Council","Bronte Beach",13,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"15/07/2015"
"1725","Waverley Council","Bronte Beach",11,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"21/07/2015"
"1726","Waverley Council","Bronte Beach",65,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"25/08/2015"
"1727","Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"19/08/2015"
"1728","Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"11/09/2015"
"1729","Waverley Council","Bronte Beach",12,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"20/06/2015"
"1730","Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"27/07/2015"
"1731","Waverley Council","Bronte Beach",11,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"09/06/2015"
"1732","Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"15/06/2015"
"1733","Waverley Council","Bronte Beach",NA,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"27/05/2015"
"1734","Waverley Council","Bronte Beach",46,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"22/05/2015"
"1735","Waverley Council","Bronte Beach",26,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"17/05/2015"
"1736","Waverley Council","Bronte Beach",9,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"27/02/2015"
"1737","Waverley Council","Bronte Beach",41,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/03/2015"
"1738","Waverley Council","Bronte Beach",21,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"01/04/2015"
"1739","Waverley Council","Bronte Beach",36,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"17/04/2015"
"1740","Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/01/2015"
